Numero agrement,SIRET,Raison Sociale,Adresse,Code Postal,Commune,AVL,AOD,AGE,AFE,DMG,CLA,CRE,COQ,CCC,DVV,DGS,DVB,DVG,EOE,ENT,EMG,GCO,GCH,GSA,GAF,OPR,PEC,BOY,GRE,LPL,PVI,VHA,OLI,PBV,VSM
01.441.001,50969819700019,DES CHEVRES SOUS LA COTE,CORCELETTE 411 RTE DE L'AVOCAT,1430,VIEU D'IZENAVE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
01.443.003,45060988800018,AXE FROID,ZI DE LA TUILERIE,1330,VILLARS LES DOMBES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
01.443.009,45060988800018,AXE FROID,ZI DE LA TUILERIE,1330,VILLARS LES DOMBES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
01.443.010,43362947400027,CBM,ZAC LA TUILERIE ZAC DE LA TUILERIE,1330,VILLARS LES DOMBES,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
01.447.001,30117019700018,COOP AGRICOLE FROMAGERIE VILLEREVERSUR,RTE DE MAS BERTIN,1250,VILLEREVERSURE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
01.447.051,43147399000015,GAEC SOUS LES ROCHES,1150 RTE DE CURFIN,1250,VILLEREVERSURE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
01.449.001,31388471000010,FROMENT BERNARD SARL,VILLETTE,1320,VILLETTE SUR AIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
01.451.003,32728036800165,MARIE,CHE DE THEVENON,1440,VIRIAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
01.451.004,39931561300568,METRO CASH & CARRY FRANCE,55 RUE FARDAY 55 LA CHAMBIERE,1440,VIRIAT,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,
01.451.054,45183281000019,SCEA GUILLEMOT,80 CHE DE BUT,1440,VIRIAT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
01.451.060,26010004500012,CTRE HOSP DE BOURG-EN-BRESSE FLEYRIAT,900 RTE DE PARIS BP 401 VIRIAT,1440,BOURG EN BRESSE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
01.451.063,79265320600013,EARL LES COUDERIES,267 CHE DES TERRES,1440,VIRIAT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
01.451.064,41100939200019,SULPICE PATRICK,2605 GRAND TANVOL GRAND TANVOL,1440,VIRIAT,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01.452.001,49903564000014,LE SALOIR DE VIRIEU,LIEUDIT EN MUSSIGNIN,1510,VIRIEU LE GRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
01.453.051,77564325700063,ASS REG INFIRMES MOTEUR CEREBRAUX - FOYER HEBERGEMENT VIRIEU LE PETIT,LA PIECE,1260,VIRIEU LE PETIT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.032.001,43922028600017,LAILAND,9 RUE DE LA CROIX ST CLAUDE,2590,AUBIGNY AUX KAISNES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.080.001,44838589800037,DELICES EN CROUTE,RTE NATIONALE 44,2870,BESNY ET LOIZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
02.095.305,26020094400023,CENTRE COMMUNAL D'ACTION SOCIALE,MAISON DE SOLIDARITE RUE JEAN MERMOZ BP 31,2110,BOHAIN EN VERMANDOIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.103.001,54201442800321,NESTLE FRANCE,RUE DE LA GARE,2450,BOUE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.110.001,42316962200028,UNILEP,ZONE D'ACTIVITES DES WAILLONS 9 RUE CLAUDE RECLUS,2220,BRAINE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.127.001,42101581900012,FLAMANT PHILIPPE JULES,15 RUE ETIENNE FLAMAMNT,2130,BRUYERES SUR FERE,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
02.163.301,19020011300016,COLLEGE FRANCOIS TRUFFAUT,10 RUE PAUL HIVET BP 30,2310,CHARLY-SUR-MARNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.168.001,30169327100027,VILLETTE VIANDES,ZONE INDUSTRIELLE 9 RUE DE CHAMPUNANT,2400,CHATEAU THIERRY,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
02.168.005,33904385300011,VILLETTE DISTRIBUTION,ZONE INDUSTRIELLE 9 RUE DE CHAMPUNANT,2400,CHATEAU THIERRY,,,,,,,,,,1,,1,1,,,,,,,,,,,,,1,,,,
02.168.303,19020012100019,LYCEE POLYVALENT METIERS JEAN FONTAINE,2 RUE DE MOSBACH BP 70159,2400,CHATEAU THIERRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.168.304,77554622900037,OGEC SAINT JOSEPH LA MADELEINE,4 PL VICTOR HUGO,2400,CHATEAU THIERRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.168.317,21020155400024,COMMUNE DE CHATEAU THIERRY - MAIRIE,1 PL DU JEU DE PAUME,2400,CHATEAU THIERRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.168.335,77554725000131,ASS PARENT ENFANT INADAPT PAPILLON BLA - FOYER LE COLOMBIER,14 RUE JULES MACIET,2400,CHATEAU THIERRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.168.337,21020155400263,COMMUNE DE CHATEAU THIERRY - CRECHE COLLECTIVE VAUCRISES,19 RUE JULES MACIET,2400,CHATEAU THIERRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.173.312,26020864000011,CENTRE HOSPITALIER DE CHAUNY - HOPITAL,94 RUE ANC COMBATTANTS AFN,2300,CHAUNY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.186.001,71698017200010,FROMAGERIE DU DOLLOIR,16 RUE DES CARMES,2570,CHEZY SUR MARNE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.187.002,30169327100035,VILLETTE VIANDES,32 RUE D ETAMPES,2400,CHIERRY,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,1,,,,
02.209.002,44058826700011,EARL BERTRAND FAGOT,4 RUE DE LA CREUSE RUE,2330,CONDE EN BRIE,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,
02.212.001,35144208200019,APETITO SA,ZI DE CONDREN,2700,CONDREN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.226.001,42398975500065,BABYNOV,RUE GAMBETTA,2200,COURMELLES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
02.232.301,77734403700026,ACTION ET TECHNIQUE, ,2600,COYOLLES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.286.001,43782009500010,GAEC DE LA PLANCHETTE,7 RUE DE LA PLANCHETTE,2170,ESQUEHERIES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.304.304,26020866500018,CENTRE HOSPITALIER GERONTOLOGIQUE - HOPITAL,2 AV DUPUIS,2800,LA FERE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.340.002,39931561300584,METRO CASH & CARRY FRANCE,ZONE INDUSTRIELLE LE ROYEU RUE EUGENE FREYSSINET,2430,GAUCHY,,,,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,
02.360.002,30466955900029,ETABLISSEMENTS DENIS ET COMPAGNIE,LIEU DIT L HOMME MORT 11 RUE DE LA MIETTE,2190,GUIGNICOURT,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
02.361.312,43401630900024,RESTAU-BAT,587 RUE DE ROBBE,2120,GUISE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.364.001,39925008300017,TELLIER JEAN-MARC,5 RUE DES MARECHAUX,2160,GUYENCOURT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.377.001,32806216100018,GAEC DE LA FONTAINE ORION,0,2140,HAUTION,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.381.001,40333142400016,SARL SABHIR SOCIETE D ABATTAGE D HIRSO,138 RUE DE GUISE,2500,HIRSON,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
02.381.301,21020361800090,COMMUNE D'HIRSON - ECOLE MATERNELLE GPE SCOLAIRE DU CENTRE,14 RUE DES ECOLES,2500,HIRSON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.381.303,26020007600016,CENTRE HOSPITALIER BRISSET - HOPITAL,40 RUE AUX LOUPS,2500,HIRSON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.382.001,58638018000024,CHARCUT ART ST QUENTINOISE SA LANDON,ZONE ARTISANALE,2760,HOLNON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
02.387.001,50089072800032,STEF LOGISTIQUE NORD - STEF,1 RUE DE LA GARE,2240,ITANCOURT,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
02.408.001,69168022700010,EXPLOITATION DES ABATTOIRS DE LAON,151 AV PIERRE MENDES FRANCE BP 8,2000,LAON,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
02.408.006,87612007200049,LA VIANDE CHAUNOISE,149 AV PIERRE MENDES FRANCE,2000,LAON,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,,1,
02.408.309,31158702600080,APEI DE LAON LES PAPILLONS BLANCS - SCE ACCOMPAGNEMENT VIE SOCIALE,25 RTE DE L HIPPODROME,2000,LAON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.408.310,21020387300018,COMMUNE DE LAON - MAIRIE,PL DU GENERAL LECLERC BP 00000,2000,LAON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.408.312,18020860500022,CHAMBRE DE METIERS ET DE L'ARTISANAT - CENTRE FORMATION D APPRENTIS,30 RUE D ENFER,2000,LAON,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
02.408.339,26020871500011,CENTRE HOSPITALIER GENERAL DE LAON,33 RUE MARCELIN BERTHELOT,2000,LAON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.422.001,40139169300017,EARL DEBAISIEUX,LA MAISON ROUGE,2120,LESQUIELLES SAINT GERMAIN,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
02.426.001,34428057300017,GAEC DU CHAMP BERNARD,MM LETERME M A 16 RUE MARIE TROCME,2420,LEVERGIES,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
02.430.301,20003070800016,GROUPE EPHESE - INSTITUT MEDICO EDUCATIF,PL DE L HOTEL DE VILLE BP 1,2350,LIESSE NOTRE DAME,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.441.001,75223218100012,ROW - LES OEUFS GENTY,2 RUE DE LA FALAISE,2600,LOUATRE,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
02.445.001,49863975600010,CHARCUTERIE ARTISANALE DE LA THIERACHE - TRIPERIE DE LUZOIR,PL DE L'EGLISE,2500,LUZOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
02.454.001,50982702800010,EARL GRAT'HERBE,10 RUE DES NOYERS,2190,LA MALMAISON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.492.001,52789069300015,A LA FERME,4 RUE DE LA VALLEE,2270,MONCEAU LES LEUPS,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
02.495.001,33718090500024,ETABLISSEMENTS LESIRE ET ROGER,9 RUE DARDENNES,2500,MONDREPUIS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.502.001,30426394000096,KERRY SAVOURY INGREDIENTS FRANCE,RTE DE REIMS,2340,MONTCORNET,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,
02.502.002,33578046600058,SA MARCHAND,RUE DE LA SUCRERIE BP 23,2340,MONTCORNET,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
02.514.001,42398975500057,BABYNOV,47 RTE DE COMPIEGNE,2290,MONTIGNY LENGRAIN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
02.549.001,31770460900021,SOCIETE CARLIER PERE ET FILS - CARL'GARAGE,8 RUE DE SAINT QUENTIN,2100,NEUVILLE SAINT AMAND,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
02.558.002,31533256900013,LES FROMAGERS DE THIERACHE,28 RUE DE LA CROIX,2170,LE NOUVION EN THIERACHE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.558.003,79054603000012,L'ABATTOIR DE L'AISNE,RTE DU CATEAU,2170,LE NOUVION EN THIERACHE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.558.303,21020535700044,COMMUNE DE LE NOUVION EN THIERACHE - ECOLE ELEMENTAIRE PUB LAVISSSE-RICHEPIN,51 RUE ERNEST LAVISSE,2170,LE NOUVION EN THIERACHE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.569.001,38772683900013,GAEC LE MALIECOURT,FERME DE MALIECOURT,2450,OISY,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.575.001,77554714400219,A JP - CENTRE D AIDE PAR LE TRAVAIL,15 RUE PASTEUR,2390,ORIGNY SAINTE BENOITE,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
02.575.301,77554714400219,A JP - CENTRE D AIDE PAR LE TRAVAIL,15 RUE PASTEUR,2390,ORIGNY SAINTE BENOITE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.617.001,34240196500088,WILLIAM SAURIN, ,2270,POUILLY SUR SERRE,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
02.619.301,26020034000016,ETS PUBLIC SANTE MENTALE DE L'AISNE,CENTRE HOSPITALIER,2320,PREMONTRE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.668.001,35309884100029,SA LA FRANCO ARGENTINE - LA FRANCO ARGENTINE,4 T PL DES PRELETS,2120,SAINS RICHAUMONT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.668.002,38470179300018,GAEC DE LA VIEILLE GRANGE,15 RUE DU SOURD,2120,SAINS RICHAUMONT,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,
02.691.005,38980026900026,DESTRIER,131-133 131 BD CORDIER,2100,SAINT QUENTIN,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
02.691.301,19020050100012,LYC GEN ET TECHNOLOGIQUE CONDORCET,RPT FREDERIC JOLIOT CURIE,2100,SAINT QUENTIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.691.342,33825308121145,SODEXO SANTE MEDICO SOCIAL,MDR 46 RUE GEORGES POMPIDOU,2100,SAINT QUENTIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.691.353,26020861600011,CENTRE HOSPITALIER GENERAL ST QUENTIN,1 AV MICHEL DE L HOSPITAL BP 608 SAINT QUENTIN,2100,ST QUENTIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.691.354,41390176018675,ELIOR ENTREPRISES,ZONE INDUSTRIELLE DE ROUVROY,2100,ROUVROY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.691.376,47718101000885,API RESTAURATION - API RESTAURATION,ZAC DE LA VALLEE RUE MARCEL PAUL,2100,SAINT QUENTIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.691.379,77554689800153,APEI PAPILLONS BLANCS ST QUENTIN,52 RUE JEAN COCTEAU,2100,SAINT QUENTIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.720.303,33825308119370,SODEXO SANTE MEDICO SOCIAL,IMPRO SISSONNE AEDO2 6 RUE DE LA SELVE,2150,SISSONNE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.722.302,19021476700013,LYCEE TECHNOLOGIQUE LEONARD DE VINCI,1 ESPACE JEAN GUERLAND,2200,SOISSONS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.722.303,57210217614616,SOGERES - SOGERES / VILLE DE SOISSONS,2 IMP DU BOIS AUX CLERCS,2200,SOISSONS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.722.337,26020862400015,CENTRE HOSPITALIER GENERAL DE SOISSONS,46 AV DU GENERAL DE GAULLE BP 00000,2200,SOISSONS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.722.400,50423635700027,LA MARMITTE D'EDDIE,39 RUE DES CORDELIERS,2200,SOISSONS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.725.001,83578005700013,LAITERIE DES ETANGS DE SOMMERON,RUE DE LA CAPELLE,2260,SOMMERON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.725.002,34540559100016,SARL LEDUC,4 RTE DE LA CAPELLE,2260,SOMMERON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
02.738.307,21020711400153,COMMUNE DE TERGNIER - SERVICE RESTAURANT MUNICIPAL DE TERGNIER,PL PAUL DOUMER,2700,TERGNIER,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.748.001,75329852000010,SCEA DE LA FERME DU MOULIN,23 RTE DE DORMANS,2850,TRELOU SUR MARNE,1,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,
02.781.001,38379608300012,EARL DE LA FERME DES COUPETTES,LES COUPETTES,2400,VERDILLY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.785.104,43002702900031,CHANCEREL ALAIN PAUL,16 B RUE DU BAS DES MURS,2490,VERMAND,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.786.002,49767651000017,AISNE AUTRUCHES,RUE DES SOURCES,2380,VERNEUIL SOUS COUCY,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
02.789.002,41436387900027,POULET DU NORD DISTRIBUTION SA,ZAE DE LA BRIQUETERIE RUE D HIRSON,2140,VERVINS,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
02.789.311,24020034500041,SIVOM DU CANTON DE VERVINS - SCE DE PORTAGE DE REPAS,1 RUE BAUDELOT,2140,VERVINS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.796.001,35054342700016,SAUMONERIE DE L OURCQ, ,2210,VICHEL NANTEUIL,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
02.810.302,21020783300059,COMMUNE DE VILLERS COTTERETS - ECOLE PRIMAIRE FAUBOURG DE PISSELEU N?1,AV DE LA HAUTE BORNE,2600,VILLERS COTTERETS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
02.818.301,77566179600034,LA RENAISSANCE SANITAIRE - HOPITAL VILLIERS SAINT DENIS,1 RUE VICTOR ET LOUISE MONTFORT,2310,VILLIERS SAINT DENIS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.004.004,49164487800010,GAEC RECONNU LA VALLEE DE L'ANDAN,LD LES FOUGERIES,3120,ANDELAROCHE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
03.012.004,50040151800021,ROUX DOMINIQUE NOEL,LD LE GRAND JAILLERE,3210,AUTRY ISSARDS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.013.002,51408083700024,ITM LOGISTIQUE ALIMENTAIRE INT,ZONE ARTISANALE LES PORTES D'AVERMES,3000,AVERMES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
03.013.022,40212863100023,SARL SOGEPAT - SOGEPAT,ZA LES PETITS VERNATS RUE HERMANN GEBAUER,3000,AVERMES,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
03.017.003,49814110000020,GRANGE DELPHINE MARIE,LD LOCATERIES DE LA CHASSAIGNE,3120,BARRAIS BUSSOLLES,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
03.018.001,40326464100032,SARVAL SUD-EST - SIFDDA - SARVAL ET BIONERVAL,LES BOUILLOTS,3500,BAYET,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
03.023.002,33825313101108,SOC FRANCAISE RESTAURATION SERVICES - SODEXHO FRANCE ECOLES UNIVERSITES,CFA BTP 12 RTE DE CHARMEIL,3700,BELLERIVE SUR ALLIER,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.023.008,66202519642592,ELRES - CODE INTERNE 7409,CREPS VICHY AUVERGNE RTE DE CHARMEIL,3700,BELLERIVE SUR ALLIER,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.024.001,38539614800012,ARPENTINIER FRANCK,LES BERTHELIERS,3130,BERT,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,
03.036.001,93635002400019,SICABA,18 RUE ALBERT RONDREUX,3160,BOURBON L'ARCHAMBAULT,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
03.039.001,34290932200014,HENRY ALAIN,LA MAISON ROUGE RTE DE TREBAN,3210,BRESNAY,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
03.043.001,51082670400015,EARL BACH,LD LE VERNET,3110,BROUT VERNET,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
03.044.002,45391055600027,FUMAGE DU SICHON,ZA LA BOUCHARDE,3700,BRUGHEAS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
03.046.003,34917508300014,PIROCHE MICHEL ROLAND,LAVALOT 8 PL DE L'EGLISE,3440,BUXIERES LES MINES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.048.004,44918294800058,GEL REUNION,LE CHAMP SIGNEUX AV DU 11 NOVEMBRE,3350,CERILLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
03.051.003,38147572200025,GIE DES ELEVEURS DU PAYS DE CHAMBERAT,35 RUE GEORGE SAND,3370,CHAMBERAT,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
03.053.003,26030002500012,MAISON DE RETRAITE DE CHANTELLE,18 PL DE LA CHAUME,3140,CHANTELLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.059.001,49768172600012,EARL POUGNER,LD CINTRAT,3140,CHAREIL CINTRAT,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
03.068.002,37934474000012,COLAS PHILIPPE,LA GOUTTE DU MAS,3640,CHATELUS,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
03.082.003,21030082800030,COMMUNE DE COMMENTRY - ECOLE ELEMENTAIRE PUBLIQUE,VIEUX BOURG,3600,COMMENTRY,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.094.001,38300689700011,SOC VICHYSSOISE ABATTAGE,ABATTOIRS DE VICHY ZI VICHY RHUE,3300,CREUZIER LE VIEUX,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.094.002,45056863900014,SOCIETE LAITIERE DE VICHY,Z I VICHY RHUE,3300,CREUZIER LE VIEUX,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,
03.094.007,35049939800047,CONVIVIAL,ZI DE VICHY-RHUE,3300,CREUZIER LE VIEUX,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,
03.094.010,97612011300023,IMMOBILIERE THEVENET,LE BOURBONNAIS,3500,BAYET,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
03.094.011,93695027800023,HASSENFORDER ET FILS,ABATTOIRS DE VICHY RHUE,3300,CREUZIER LE VIEUX,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
03.095.004,21030095000214,COMMUNE DE CUSSET - RESTAURANT MUNICIPAL,HOTEL DE VILLE 9 PL VICTOR HUGO,3300,CUSSET,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.095.006,26030020700016,MAISON DE RETRAITE DE CUSSET,RUE BASSE DU RUISSEAU BP 80302,3300,CUSSET,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.098.002,33825308124198,SODEXO SANTE MEDICO SOCIAL,POL ST FRANCOIS 8 RUE AMBROISE CROIZAT,3630,DESERTINES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.100.001,35079861700022,SOPRAUVERGNE,RTE DE SEPTFONS,3290,DIOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
03.101.002,95752685800866,TOUPARGEL,ZI DE CHATEAUGAY AV AMBROISE CROIZAT,3410,DOMERAT,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
03.101.006,19030956700013,COLLEGE LOUIS ARAGON,RUE DU HUIT MAI 1945,3410,DOMERAT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.102.001,33360140900019,CUMA DU PONT DE LA BESBRE,MAIRIE DE DOMPIERRE,3290,DOMPIERRE SUR BESBRE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.103.002,19030014500017,COLLEGE VICTOR HUGO,RUE DE L'EPINE BP 11,3130,LE DONJON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.103.006,26030021500019,MAISON DE RETRAITE LES CORDELIERS,4 IMPASSE BEREGOVOY AV PREVERAUD,3130,LE DONJON,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.107.002,26030014000019,ETS HEBERG PERSONNES AGEES DEPENDANTES,14 RUE DES FOSSES,3450,EBREUIL,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.107.014,49934315000052,LE GOURMET FIOLANT,ZA DE CHAMBOIRAT,3450,EBREUIL,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.109.001,97612027900014,ALLIER VOLAILLES MAISON DAVID ET PEROT, ,3110,ESCUROLLES,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,
03.109.003,25030109000016,SIVOS D ESCUROLLLES,MAIRIE LE BOURG,3110,ESCUROLLES,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.112.006,48839861100019,GAEC RECONNU DE CUEILHAT,4 RUE DU CUVAGE,3140,ETROUSSAT,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
03.118.002,35049939800039,CONVIVIAL,19 RUE ANDRE CAVARD,3800,GANNAT,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
03.118.008,21030118000050,COMMUNE DE GANNAT - ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES,1 RUE DES FRERES DEGAND,3800,GANNAT,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
03.118.009,41458528100028,TRANS FROID AUVERGNE,LES PRES LIATS,3800,GANNAT,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
03.118.010,38135093300036,AUVERGNE MAREE,LES PRES LIATS,3800,GANNAT,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
03.119.001,49310738700018,GAEC DAMET,LD L ETANG DE BAS,3230,GANNAY SUR LOIRE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
03.138.014,50879026800017,TVE LOGISTIQUE,ZI DE BELLEVUE ZI DE BELLEVUE,3120,LAPALISSE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
03.138.017,32764134600041,TRADIVAL,ZI DE LUBILLE RTE DE JALIGNY,3120,LAPALISSE,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
03.172.001,49234279500019,FORMAGERIE DE PIERREFITE,16 LA CHAPELLE,3380,SAINT MARTINIEN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
03.182.001,31529312600019,MAISON POUZADOUX, ,3800,MONTEIGNET SUR L'ANDELOT,1,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,
